Instance,Income
112222,32457.292419000005
112223,54403.17017900001
112224,144181.0321
112225,16063.821229499998
112226,48441.67794
112227,55806.38118800001
112228,93274.81129999999
112229,58666.211361
112230,202689.03712000005
112231,17890.1345962
112232,151153.15498
112233,27735.31842479
112234,42426.18655300001
112235,25418.203258
112236,101475.809151
112237,332940.67102999997
112238,41610.28406299999
112239,12219.225336599997
112240,12928.7739964
112241,21684.101192
112242,48247.146651
112243,63608.427331
112244,171714.21085700003
112245,91682.23922100001
112246,45630.32571800001
112247,412617.05088999995
112248,88747.18476100001
112249,15955.939784000002
112250,51167.569109000004
112251,51510.65923500001
112252,52826.390464
112253,26604.597754
112254,276104.00026
112255,39770.527535999994
112256,35968.846683
112257,38182.074698000004
112258,453988.83895999996
112259,194955.80423000004
112260,121364.95627500003
112261,350877.95819
112262,90196.97370599999
112263,35627.074397
112264,81889.130837
112265,10927.729613000001
112266,39249.117895
112267,54070.474828000006
112268,46672.404647
112269,378672.54395
112270,28265.443664000002
112271,76064.14573599999
112272,82870.734233
112273,159969.549326
112274,4951.3587551
112275,173992.21234600004
112276,171929.252118
112277,69366.14077799999
112278,33391.897008
112279,24595.763442
112280,126086.08413199999
112281,66274.197614
112282,195445.13834
112283,108067.77787399999
112284,66504.12440100001
112285,67159.363797
112286,37628.819708
112287,38157.448626000005
112288,84170.64684199999
112289,323487.58913
112290,210231.94260999997
112291,32220.73484
112292,498594.77455000003
112293,29251.845502999997
112294,333671.29648
112295,29400.350518799998
112296,258607.3952
112297,65302.88235700001
112298,50847.226180000005
112299,42571.844595999995
112300,15699.3816365
112301,33994.455894
112302,16853.833980699997
112303,37617.637343
112304,154263.85541000002
112305,26194.02723
112306,55162.95126
112307,42069.018339
112308,100159.189321
112309,50232.261493
112310,36854.936257
112311,93668.620966
112312,28224.115340999997
112313,131088.333453
112314,27658.927276000002
112315,188192.88687999998
112316,44583.753303
112317,24967.369016999997
112318,28061.683620999996
112319,25278.44525
112320,766905.5985000001
112321,61513.559578
112322,20978.301292
112323,107623.51872100001
112324,388503.87847
112325,224683.24109999998
112326,115393.13154699998
112327,175699.48509
112328,111462.11867299999
112329,119729.73911200001
112330,347708.39441000007
112331,344535.10094000003
112332,172899.65542999998
112333,330120.02608
112334,196611.19466999997
112335,60276.02928500001
112336,32038.723542
112337,255380.08442000003
112338,274698.605
112339,246759.70463
112340,47301.764119
112341,1184045.20245
112342,16876.9036791
112343,45343.027338
112344,26930.292798
112345,32355.914307
112346,74860.59617199999
112347,20783.299845
112348,23533.333732000003
112349,25910.940032000006
112350,94108.67114099997
112351,35840.052876
112352,47868.790151
112353,2037.9066290800001
112354,121862.48535099998
112355,61165.390373999995
112356,60853.092529
112357,68200.372061
112358,83321.00521399999
112359,43901.17694499999
112360,18410.555891
112361,151921.29758999997
112362,63549.25238600001
112363,55830.253162
112364,19922.030080999997
112365,8837.024370899999
112366,16369.4199288
112367,19595.847307000004
112368,50676.33912599999
112369,148514.43920899997
112370,31390.007799000003
112371,383813.8519
112372,93747.461155
112373,61886.09229100001
112374,16896.4943385
112375,30255.608179500006
112376,92050.058659
112377,112450.60863800002
112378,64643.306856
112379,112909.43038800001
112380,74224.005048
112381,80860.84388000001
112382,103166.51895299999
112383,27249.963280199998
112384,180339.03450999997
112385,11509.6647823
112386,161944.86548999997
112387,59886.462750000006
112388,39340.684263999996
112389,27163.449618000002
112390,16106.417304699997
112391,19545.218671500003
112392,121429.589149
112393,60069.611846
112394,54275.876959
112395,14443.6165993
112396,135654.33677400002
112397,46458.281433
112398,338940.55929999996
112399,99918.69012400002
112400,84307.16454299999
112401,117502.87354899998
112402,869835.0583999999
112403,130478.68136399999
112404,111849.49733200001
112405,57298.25035500001
112406,27593.352689000003
112407,13241.387937799998
112408,19672.871262
112409,56461.000747000006
112410,22948.195050000002
112411,123222.134482
112412,108647.522771
112413,28082.993321000005
112414,63663.011869
112415,131016.20748399998
112416,72793.55196000001
112417,107171.21870200001
112418,54583.20835500001
112419,192615.326674
112420,49711.73228899999
112421,218522.27800999995
112422,102574.416513
112423,46128.303056
112424,9054.694757300002
112425,42613.716914000004
112426,91840.88288700001
112427,264288.12772000005
112428,142428.221196
112429,9968.8979432
112430,19394.8413851
112431,149953.720015
112432,35027.122837
112433,80570.81477699999
112434,39019.8608814
112435,81125.43395400001
112436,48229.618235999995
112437,82516.44793
112438,108432.752461
112439,15862.06485
112440,259017.13724999997
112441,41953.864214999994
112442,308891.15397999994
112443,52756.37753400001
112444,24838.359327
112445,69488.925528
112446,403799.56697000004
112447,655047.0810799999
112448,57664.002911999996
112449,82909.48236400001
112450,41507.019268000004
112451,133913.553877
112452,15026.9417269
112453,26578.95381
112454,119771.20049100001
112455,675023.2108499999
112456,56130.984103999996
112457,180809.87034
112458,112411.42245800002
112459,46187.152054
112460,45722.24608600001
112461,485649.5197199999
112462,87381.826053
112463,38540.00993
112464,61209.821123999995
112465,119195.62783299999
112466,143659.11932
112467,52713.415505
112468,38735.00533199999
112469,52834.43297799999
112470,33719.282215
112471,54717.195160999996
112472,167948.71514
112473,71166.076026
112474,19684.0513442
112475,80675.67676900001
112476,94229.77275799999
112477,34919.521797999994
112478,74524.55409399999
112479,14501.5327464
112480,56585.156498000004
112481,208990.06013499998
112482,43404.55315000001
112483,328516.09773000004
112484,51514.522939
112485,99579.16227299998
112486,19362.631396999997
112487,23101.588383000002
112488,136574.82659799999
112489,46972.931864
112490,327878.11808000004
112491,72652.41062800001
112492,44418.355031
112493,322653.22150999994
112494,17781.3371835
112495,6362.0131958
112496,25975.648431999998
112497,219418.60108
112498,14403.977872200001
112499,58289.483081
112500,12482.6395249
112501,64749.79164199999
112502,72659.881667
112503,52162.844274
112504,38959.147863
112505,25394.595909
112506,56638.682978000004
112507,91458.49142800001
112508,74183.317874
112509,14761.123176199999
112510,32836.522253
112511,121546.51570999999
112512,14153.001805700002
112513,59684.833366
112514,50400.846152
112515,83081.918839
112516,89678.74711999999
112517,7666.535304
112518,76441.427134
112519,23771.441164
112520,16741.1132361
112521,155427.33362500003
112522,54769.755959999995
112523,22418.4451945
112524,76064.943991
112525,8125.012096299999
112526,13091.1592366
112527,45087.231613
112528,32719.752823000006
112529,26997.857205000008
112530,104290.74704999999
112531,122038.44185500001
112532,179821.379686
112533,116245.854834
112534,249256.18587000002
112535,53183.471485999995
112536,126044.32472
112537,37243.5217683
112538,16035.285037999998
112539,159249.77110200003
112540,26697.788801000006
112541,87220.431568
112542,254778.21291
112543,68090.10156499999
112544,223022.54750000002
112545,39032.008976000005
112546,31078.887339999994
112547,105607.432397
112548,465605.63982999994
112549,81706.05407
112550,77547.49708500001
112551,10183.154436599998
112552,131774.096793
112553,49751.360639000006
112554,85727.727738
112555,24759.908360999998
112556,86998.419579
112557,46474.436611000005
112558,97076.716417
112559,35930.188685
112560,28514.5757334
112561,185922.99549999996
112562,24324.91861
112563,148392.509566
112564,392104.6481499999
112565,126090.32116699999
112566,34419.248935999996
112567,50133.91096200001
112568,17073.2221934
112569,102570.633649
112570,38618.683827
112571,145697.286935
112572,163394.09283599997
112573,26735.38122
112574,65428.229264
112575,81152.152799
112576,69607.13560000001
112577,377171.25549999997
112578,354046.08952000004
112579,99256.00894
112580,142015.46999
112581,39930.700209999995
112582,19908.285389799996
112583,11218.217452400002
112584,231628.82703
112585,22045.818398
112586,26331.157311999996
112587,142314.765992
112588,78305.225082
112589,227752.42416400003
112590,11600.7361351
112591,143036.05503
112592,31716.457065000002
112593,24684.295516000002
112594,33354.749159000006
112595,28016.061047999996
112596,77205.164969
112597,49966.258547000005
112598,41308.5686158
112599,6687.3716970000005
112600,25150.070646999997
112601,119156.033091
112602,21238.580809
112603,76294.60243099999
112604,178322.97998
112605,20232.358448
112606,52599.05215700001
112607,38425.74901099999
112608,83982.08713899998
112609,159505.23074800003
112610,60372.68846700001
112611,171989.66476
112612,158953.435612
112613,85748.76132800001
112614,178083.39979000002
112615,62774.425488
112616,89774.428552
112617,92103.688738
112618,342917.63453000004
112619,41036.966184
112620,29633.82578600001
112621,26668.654949
112622,100965.44405600001
112623,68815.269961
112624,40081.468957
112625,51810.889520000004
112626,118441.88056799998
112627,33731.307782
112628,46933.149714499996
112629,53886.499995000006
112630,50437.23404799999
112631,65835.33148800001
112632,176821.24362999998
112633,135995.430425
112634,35792.772343000004
112635,52180.877693
112636,76969.74028
112637,182962.952006
112638,20628.261928
112639,61864.691957
112640,31675.717864000006
112641,29080.047383999998
112642,228526.00204000002
112643,34949.83051
112644,102690.87585399998
112645,64618.21704200001
112646,11176.5535341
112647,31065.972787
112648,56852.891244
112649,30394.793493999994
112650,12598.770401999998
112651,46338.584288
112652,19024.739282999995
112653,38779.134555
112654,40875.430997999996
112655,32541.273857
112656,16792.969111899998
112657,289243.40505999996
112658,604452.21274
112659,114892.22626400001
112660,49473.340245
112661,212946.7909
112662,82323.827079
112663,97382.21353100002
112664,208810.45385000002
112665,495993.1676
112666,112792.647587
112667,26375.612379
112668,36217.380967000005
112669,110377.427568
112670,8479.785758779999
112671,216978.55993000005
112672,113581.315619
112673,58065.66192800001
112674,26183.452631999997
112675,42992.08828100001
112676,38616.680333000004
112677,49521.29328699999
112678,15214.74203314
112679,103954.88954
112680,102998.323191
112681,24472.83143
112682,107267.55511799999
112683,17039.1574256
112684,252139.18493
112685,40279.341412
112686,35054.26671000001
112687,19347.9738623
112688,26194.994642999998
112689,126430.748741
112690,29076.6955906
112691,56050.12679999999
112692,33259.773967
112693,125673.96510599999
112694,35154.501439
112695,133539.82390999998
112696,185551.01293
112697,102746.86893000001
112698,71719.242661
112699,301974.830871
112700,212980.67245999997
112701,381453.12870000006
112702,126269.856999
112703,34070.702165
112704,39879.281510999994
112705,229986.23286800002
112706,67608.964332
112707,43032.403353
112708,150420.98629899998
112709,146496.25337999998
112710,62143.11873999999
112711,76333.574913
112712,7512.593521940001
112713,54129.026495
112714,110789.81328
112715,111541.74531699996
112716,34437.999482
112717,17298.357886
112718,70682.02390500001
112719,32376.728348000004
112720,29213.388625999993
112721,35488.36928
112722,45439.254833
112723,29535.849667000002
112724,41035.951298
112725,57242.960812
112726,8614.531324699998
112727,77000.980578
112728,158674.78697
112729,55792.644806
112730,27820.9842552
112731,56509.492654999995
112732,18591.702834000003
112733,67837.85282399999
112734,178066.088012
112735,17519.435351
112736,62846.963950000005
112737,61978.749458000006
112738,400484.55366999994
112739,34400.887917
112740,56228.47473999999
112741,14067.701284699997
112742,12932.3470644
112743,36203.6809
112744,111632.95510800001
112745,172169.21994799998
112746,40273.096087
112747,88555.30294200001
112748,363548.24803
112749,54061.33853699999
112750,6197.1195559
112751,340895.10539
112752,46340.277124
112753,21139.715264899998
112754,67890.508505
112755,40974.303236
112756,57004.961278999996
112757,87337.997507
112758,20332.841499000002
112759,7218.170420299999
112760,44852.324169
112761,91034.523067
112762,318789.33204
112763,99883.80696799999
112764,135971.47165000002
112765,25372.017243000002
112766,72320.180614
112767,826244.94438
112768,15103.893828099997
112769,88576.462992
112770,40775.892172
112771,67931.433647
112772,24622.561300999998
112773,103883.15148900001
112774,21004.773718599998
112775,57849.02007299999
112776,32136.675928999997
112777,27134.610352
112778,649203.02029
112779,173823.531274
112780,158409.044962
112781,96342.662576
112782,37540.48765
112783,43855.158927
112784,35012.679885000005
112785,20235.780985999998
112786,81212.666406
112787,40975.796365
112788,31828.296893600003
112789,81471.462027
112790,140511.618368
112791,147009.17280300002
112792,8182.427711199998
112793,67138.677724
112794,587752.2268399999
112795,30190.752180999996
112796,38501.281046000004
112797,54682.214691999994
112798,73440.969678
112799,113382.113142
112800,35724.54952099999
112801,13532.605077300002
112802,168012.514706
112803,495578.29301
112804,20928.1565636
112805,56602.443629
112806,24821.664941999996
112807,23561.235292
112808,266759.83561
112809,36665.825499
112810,190331.96631
112811,153568.22103999997
112812,74532.02965900002
112813,184571.90469
112814,54817.507887
112815,46749.016468
112816,33603.823287
112817,65648.04534
112818,54152.961049
112819,71039.963074
112820,309178.37326
112821,27424.849119
112822,37703.14807
112823,40897.05135099999
112824,28212.536883
112825,27823.243854999997
112826,65385.020915000016
112827,48024.345711999995
112828,89715.530963
112829,24286.904607999997
112830,73666.166084
112831,92751.308902
112832,64377.155919
112833,123445.069778
112834,46328.765211000005
112835,124156.20019500001
112836,34773.848146
112837,142210.70982400002
112838,399533.60227000003
112839,50203.73458800001
112840,134474.161072
112841,55796.63081
112842,183212.82277
112843,52086.02379399999
112844,24219.841348
112845,57037.05072100001
112846,252599.32364000002
112847,55020.899312
112848,190430.01198999997
112849,128243.91279399997
112850,154241.84648100002
112851,174356.58211299998
112852,25387.75056
112853,278906.13427
112854,43504.31483
112855,329532.27771000005
112856,42855.364967999994
112857,20262.860456000002
112858,39097.837069999994
112859,134935.94945100002
112860,40865.773724
112861,191047.06893
112862,11551.5417446
112863,79124.70865999999
112864,160729.26404799998
112865,7715.197234502999
112866,252137.27023999998
112867,13029.04843659
112868,29025.051977000003
112869,88582.73999100001
112870,77247.892463
112871,138130.88581
112872,33834.292827
112873,160465.17121
112874,96223.24199529998
112875,78041.986293
112876,211357.83067999996
112877,42642.370336
112878,383985.78784
112879,317324.30723999994
112880,54760.546430999995
112881,39493.853113
112882,493294.5185800001
112883,32844.872964199996
112884,24603.251694000002
112885,52766.25214999999
112886,114717.18396600001
112887,22492.758831
112888,104696.93139800002
112889,86444.637072
112890,177213.877031
112891,125492.28231000001
112892,58982.156433
112893,37308.59424299999
112894,291437.26615
112895,22419.650626000002
112896,2930.57306512
112897,49428.008067
112898,173464.675381
112899,27745.634981
112900,53489.505886
112901,63782.823704
112902,26800.714348
112903,183335.05841
112904,217108.30185000002
112905,50207.341260999994
112906,53994.475162999996
112907,6349.740623999999
112908,6826.3741225
112909,440759.482
112910,116853.01267799998
112911,59791.02910900001
112912,23210.058731999998
112913,89917.463116
112914,15359.4427302
112915,211896.16124
112916,288479.6124
112917,72244.68348899999
112918,75442.933941
112919,45217.777082
112920,35109.138461
112921,19741.328851399994
112922,139815.271977
112923,98924.525054
112924,67400.776114
112925,196231.12474499998
112926,8242.3546022
112927,13656.0137707
112928,31991.63503299999
112929,79240.421163
112930,529623.245842
112931,62684.10399199999
112932,187111.18850000002
112933,16570.9101325
112934,64535.79246299999
112935,65766.929088
112936,134770.34648999997
112937,465387.89502999996
112938,60416.054189999995
112939,21513.577405000004
112940,42238.954906
112941,462655.44837
112942,26992.938491999997
112943,290979.4790599999
112944,42641.52770200001
112945,131996.10090199998
112946,52380.457129999995
112947,32378.314857
112948,44031.578458
112949,48045.509896999996
112950,164455.02792300002
112951,43520.164491
112952,23243.530870999995
112953,38179.97993
112954,69575.640727
112955,24928.930949
112956,24760.376175999998
112957,10916.7947866
112958,690666.6698299998
112959,93913.56134500001
112960,50780.173213999995
112961,334529.22462
112962,73905.04862
112963,109545.35060899999
112964,25503.589544
112965,39110.592644000004
112966,558649.45484
112967,38435.613098
112968,18826.173533
112969,71533.944297
112970,20878.845477
112971,67060.082775
112972,201421.13138
112973,50801.80966100001
112974,67758.01074799997
112975,44086.164299
112976,30747.786612000004
112977,14500.5647475
112978,97006.17027999999
112979,275078.45502000005
112980,696948.21156
112981,69427.750611
112982,40032.101557
112983,106364.439716
112984,25780.847132000003
112985,16014.1793136
112986,31008.723417999998
112987,26912.643454000005
112988,31218.808621000004
112989,66594.774171
112990,78832.08465300001
112991,33107.128483
112992,11163.2357858
112993,90495.361781
112994,8724.8289072
112995,186532.54666099997
112996,26854.597254
112997,307848.13038
112998,46017.494281
112999,49972.29299300001
113000,21688.611360999996
113001,27857.230024799996
113002,20067.6082389
113003,82282.810597
113004,101695.13002499999
113005,17466.0216063
113006,45202.013658
113007,26758.668721000002
113008,19538.20715322
113009,29752.641433999997
113010,32299.755380000006
113011,32934.039258
113012,20158.753941
113013,48806.666958999995
113014,85530.001155
113015,144759.885193
113016,407097.90660999995
113017,91195.99051300003
113018,47113.866495999995
113019,136047.416501
113020,46208.42241499999
113021,41960.365154
113022,48664.05880300001
113023,37990.608249
113024,68998.350882
113025,11383.7639787
113026,10285.611459529999
113027,40706.73407999999
113028,28697.542051999997
113029,172425.54508999997
113030,54795.20452299999
113031,59076.533458000005
113032,9621.1638044
113033,112286.65021300002
113034,33782.84467199999
113035,35800.342082
113036,155919.61506100002
113037,83653.150232
113038,70818.890683
113039,78503.057655
113040,37483.529647
113041,16577.5179052
113042,220610.20978000006
113043,29614.969358000002
113044,335233.75451
113045,1023843.3744400002
113046,44255.03603
113047,18720.939585000004
113048,28504.456911000005
113049,137727.664185
113050,126177.281614
113051,131851.777798
113052,10302.616846699999
113053,78324.684952
113054,47250.315211
113055,40650.545715
113056,74052.809599
113057,25785.208483
113058,21629.413901
113059,63056.43029800001
113060,60868.419180000004
113061,46038.259417
113062,60003.48406
113063,188139.53501
113064,84798.148301
113065,44647.756306999996
113066,15181.960997400001
113067,75544.99218700001
113068,83710.80101499999
113069,14367.241455200001
113070,99474.49948500001
113071,166885.44569999998
113072,34345.845135
113073,271936.77719000005
113074,174202.08815000003
113075,33176.54086
113076,105466.23825700002
113077,52173.527236
113078,47269.33076299999
113079,54778.21501600001
113080,61785.138018
113081,99962.09026299999
113082,32673.591495
113083,50964.894215
113084,74120.629406
113085,22701.920087999995
113086,222086.96221199995
113087,772147.0811600001
113088,41429.172436
113089,208144.96715
113090,18855.282406399998
113091,53350.752488000006
113092,80421.52494
113093,47467.599835999994
113094,136547.170288
113095,141867.751855
113096,28479.172268999995
113097,30898.082565
113098,222275.41431
113099,9302.2330208
113100,42422.412282000005
113101,330096.26113
113102,258650.92316
113103,46477.607646000004
113104,22673.280885499997
113105,14141.1139402
113106,151382.583652
113107,103378.754996
113108,147589.24516400002
113109,23262.077572
113110,63791.602093
113111,106898.376831
113112,80246.298808
113113,145720.71228
113114,34129.37259900001
113115,54155.349216
113116,75274.13495499999
113117,195484.88405
113118,7038.007002699999
113119,179416.69369000001
113120,80206.749029
113121,38538.091992999995
113122,138768.514119
113123,385539.05030999996
113124,25712.708521599994
113125,145471.55498800002
113126,112246.805991
113127,77845.55607099997
113128,17998.0029338
113129,165701.04019899998
113130,129620.08129100001
113131,48748.153718
113132,107023.076993
113133,77500.07581799998
113134,351861.33931
113135,92040.699975
113136,113201.61029099999
113137,26494.173922999995
113138,73452.015946
113139,107383.41784400001
113140,174760.52245800002
113141,77339.913875
113142,17552.0661605
113143,47558.649538
113144,201326.91989699996
113145,77406.494449
113146,58552.977246999995
113147,25524.086306999998
113148,212222.44058000002
113149,47733.288311
113150,33038.073167999995
113151,36289.703482
113152,46385.865656
113153,169974.14933000001
113154,103663.87307799999
113155,51934.740364000005
113156,774057.3200000001
113157,174032.07862000001
113158,38102.376263
113159,187200.09332
113160,22500.5663876
113161,149756.647671
113162,59848.21757
113163,27073.057313999998
113164,50277.271246
113165,286532.1374700001
113166,23947.82465
113167,151947.36351999998
113168,34447.322792000006
113169,50516.050616
113170,193092.743499
113171,65136.13424
113172,136679.53619800002
113173,15513.093432500002
113174,101003.07514900001
113175,52149.870901999995
113176,83123.76040099999
113177,102532.81240299999
113178,32452.358385
113179,12439.059963
113180,20297.993108579998
113181,48628.818722
113182,25097.259646
113183,31687.258943999994
113184,44678.590896
113185,90834.324191
113186,140744.580559
113187,188610.60315
113188,23420.397794
113189,149188.95029100002
113190,24865.277214
113191,15301.750738199999
113192,27996.915226
113193,107966.68372200002
113194,47545.39473
113195,199095.67544
113196,34915.216115
113197,739961.1841999999
113198,79760.151561
113199,45460.521133999995
113200,26246.991382
113201,36728.121204
113202,14909.361847799999
113203,23904.469485
113204,106445.222492
113205,566189.0798
113206,88897.729736
113207,26980.768858000003
113208,242739.84442000004
113209,128126.81468500002
113210,108578.23787200001
113211,32421.056955999997
113212,95738.04696899999
113213,63441.168250999996
113214,36609.76287399999
113215,76049.122398
113216,70918.300806
113217,21203.6044477
113218,45678.090034
113219,10709.731162600001
113220,146747.003258
113221,14352.9294243
113222,14576.784582799999
113223,141004.92120000004
113224,31848.083430000006
113225,79418.848694
113226,35768.6533421
113227,64837.270043
113228,39287.877171
113229,8388.358835
113230,35795.209976000006
113231,28459.0017121
113232,280589.79746
113233,54021.70104500001
113234,39972.40027599999
113235,226499.07559999995
113236,59325.789374
113237,217799.85548
113238,81423.79171300001
113239,28110.656119
113240,84419.71825399999
113241,105918.453351
113242,113606.22446900001
113243,82808.008205
113244,39170.506018
113245,96720.566315
113246,73194.82197199999
113247,59555.22249200001
113248,59720.613720999994
113249,95825.904278
113250,310115.74046999996
113251,71220.684892
113252,36514.545365000005
113253,16620.6761883
113254,66472.185058
113255,210218.89081
113256,32546.649789
113257,143997.366672
113258,34740.600949
113259,26149.496903000003
113260,86472.764281
113261,25551.695326
113262,70939.93612599999
113263,533771.48206
113264,6684.103493500001
113265,56599.250398000004
113266,108703.773678
113267,83861.74369199999
113268,211077.36006
113269,31640.987264999996
113270,30313.810840000002
113271,220026.17377999998
113272,31858.023666000005
113273,59931.71186899999
113274,174324.70797699998
113275,22832.1898788
113276,10565.884927200002
113277,7728.665825300001
113278,420218.50702
113279,76526.04848700001
113280,81892.138442
113281,161398.50783100002
113282,42879.888681
113283,65725.44344099998
113284,418960.91566
113285,28514.70226
113286,65586.35348700001
113287,150138.83106599998
113288,66428.86688100002
113289,76687.831383
113290,40575.090384
113291,34681.438566000004
113292,346698.98354
113293,8485.9243531
113294,28787.38613
113295,387020.26216000004
113296,30227.369268
113297,31514.836284999998
113298,54073.514223
113299,48571.791450000004
113300,55327.84271399999
113301,24124.460592
113302,120150.50349799998
113303,62999.750370999995
113304,174163.77849
113305,49010.048079
113306,26508.317186999997
113307,170440.95278
113308,39469.93141899999
113309,63092.80274400001
113310,18178.636396
113311,66733.73413299999
113312,33883.970464
113313,149016.08633999998
113314,24201.671931899997
113315,111945.62692200001
113316,46556.019794
113317,70420.78342899999
113318,27867.2450303
113319,24701.015120999997
113320,80773.942362
113321,27753.29655
113322,31379.764015
113323,49204.784469
113324,7489.116641229999
113325,12212.6083081
113326,33072.350846
113327,52046.26877
113328,21599.3965593
113329,277269.11040999996
113330,166611.300535
113331,12821.449165799999
113332,50754.301631
113333,215119.67856
113334,29131.300382000005
113335,7447.1792811000005
113336,141737.698968
113337,8011.126398399999
113338,100233.007256
113339,29773.460813
113340,61844.969239
113341,132846.972994
113342,72135.092516
113343,25193.880610400003
113344,17395.361264799998
113345,14494.644853700001
113346,61949.276437999986
113347,88409.762101
113348,115910.071348
113349,42283.377566
113350,33670.409125000006
113351,178390.831072
113352,36817.64021600001
113353,94484.75696
113354,32445.002338
113355,208939.18913
113356,84722.850937
113357,10951.960241300001
113358,131318.455582
113359,10161.263167199999
113360,154459.231375
113361,171849.101971
113362,174498.77574
113363,66668.27889
113364,62659.54613699999
113365,81043.759939
113366,30499.205663
113367,93433.54537099999
113368,31115.818042000006
113369,97639.043995
113370,31399.035581000004
113371,131872.897168
113372,34438.319138000006
113373,98687.048959
113374,310805.35077
113375,118594.92256400001
113376,86816.377603
113377,31999.335622000002
113378,135301.29080300004
113379,171856.25929100002
113380,33714.708719
113381,143437.07688
113382,272282.19315000006
113383,36821.369951999994
113384,145220.57932
